fold,true_label,predicted_label,model_confidence,accuracy_this_fold
3,0,0,0.24218821170021984,0.7
3,1,0,0.3002476413159477,0.7
3,1,0,0.1746310074586953,0.7
3,0,0,0.2880723461672887,0.7
3,1,0,0.32272517916155996,0.7
3,0,0,0.299274699070819,0.7
3,1,0,0.11224802865614783,0.7
3,0,1,0.665035440180394,0.7
3,0,0,0.33228432583736306,0.7
3,0,1,0.6812379922470866,0.7
3,0,0,0.031178499813245508,0.7
3,0,0,0.20896370876562181,0.7
3,0,0,0.35253237992873293,0.7
3,0,0,0.13294609652579314,0.7
3,0,0,0.23474781485287063,0.7
3,0,0,0.4049037796789534,0.7
3,0,0,0.2846517991680838,0.7
3,0,0,0.22864000464786582,0.7
4,0,0,0.23962144323535428,0.7666666666666667
4,0,0,0.34822668116928,0.7666666666666667
4,1,0,0.1703117638160289,0.7666666666666667
4,0,0,0.24153162268765244,0.7666666666666667
4,0,0,0.44193759965310586,0.7666666666666667
4,0,0,0.2388930820448391,0.7666666666666667
4,1,0,0.29753046731939903,0.7666666666666667
4,0,0,0.2397838928566582,0.7666666666666667
4,0,0,0.15082804568853647,0.7666666666666667
4,1,0,0.32654638069657926,0.7666666666666667
4,0,0,0.4234053604150601,0.7666666666666667
4,0,0,0.2898100812740652,0.7666666666666667
4,1,0,0.3546585830820774,0.7666666666666667
4,0,0,0.2537897828800699,0.7666666666666667
4,0,0,0.317539523326469,0.7666666666666667
4,0,0,0.45246376759280954,0.7666666666666667
4,1,1,0.8675207046649573,0.7666666666666667
4,0,0,0.2624149243893157,0.7666666666666667
4,1,1,0.5645169411501586,0.7666666666666667
4,0,0,0.18313295950554911,0.7666666666666667
4,0,0,0.3204912427615456,0.7666666666666667
4,0,0,0.3232643477678589,0.7666666666666667
4,1,0,0.2881965951453627,0.7666666666666667
4,0,0,0.2369711745397921,0.7666666666666667
4,0,0,0.13990906428088273,0.7666666666666667
4,1,0,0.2334120727852663,0.7666666666666667
4,0,0,0.3391276358787153,0.7666666666666667
4,0,0,0.4555744007191658,0.7666666666666667
4,0,0,0.22547414765971163,0.7666666666666667
4,1,0,0.32858971522729424,0.7666666666666667
5,0,0,0.35894695777276614,0.6666666666666666
5,0,0,0.21014129293463818,0.6666666666666666
5,0,0,0.20715721515670266,0.6666666666666666
5,0,0,0.485590477675559,0.6666666666666666
5,1,0,0.1678283765946414,0.6666666666666666
5,1,0,0.28870531861098386,0.6666666666666666
5,1,0,0.26611926577165007,0.6666666666666666
5,0,0,0.4543522693276255,0.6666666666666666
5,0,0,0.246963302375663,0.6666666666666666
5,1,1,0.5520901532786406,0.6666666666666666
5,0,0,0.2498709375730628,0.6666666666666666
5,1,0,0.1595929390731759,0.6666666666666666
5,1,0,0.35661581501259576,0.6666666666666666
5,0,1,0.5588756460475092,0.6666666666666666
5,1,0,0.19095790717788044,0.6666666666666666
5,0,0,0.4349480015017197,0.6666666666666666
5,0,0,0.24005245248466034,0.6666666666666666
5,0,0,0.24424555500492584,0.6666666666666666
5,0,0,0.21773822917849492,0.6666666666666666
5,1,0,0.39472856735388234,0.6666666666666666
5,0,0,0.4861516134653768,0.6666666666666666
5,0,0,0.23922501320068834,0.6666666666666666
5,0,0,0.26903510717821333,0.6666666666666666
5,1,0,0.3165835718954161,0.6666666666666666
5,1,1,0.797838395832774,0.6666666666666666
5,0,0,0.15073556176419858,0.6666666666666666
5,0,0,0.2602275001490902,0.6666666666666666
5,0,0,0.34383144140930894,0.6666666666666666
5,0,0,0.22619236681500937,0.6666666666666666
5,0,1,0.5494471956795139,0.6666666666666666
